日期,標題,內容,網址
"

                    				2019-05-22                    			","
    							球鞋巷子內｜看不懂 Undercover、sacai 這次的出手！這些復古球鞋，才是資深鞋迷的經典款！        					","
從我們開始學會走後，我們腳下一路上踩著多少球鞋，陪伴我們度過春夏秋冬、快樂傷心！說球鞋陪伴我們青春，這可是一點都不為過。但當我們走入球鞋的世界後，也曾被貼上「跟風」等標籤，那究竟如何成為一位球鞋老司機？今番「球鞋巷子內」就從 Undercover、sacai 與 Nike 聯名 開始說起…

2019 年鞋圈不斷丟出震撼聯名，其中 Nike 與日本兩大時尚品牌 Undercover 與 sacai 的合作，更是被鞋迷們公認為今年的排行榜重頭戲！但兩品牌所推出的 Daybreak 與 LDWaffle 鞋型，卻讓許多鞋迷們一頭霧水，這型號究竟是本來就有，還是為了聯名特別推出的呢？

image via_google
首先先說到與 Undercover 的合作 Daybreak 鞋款。該款型號其實早在 1979 年就已經問世，是款經典的 Nike 馬拉松慢跑鞋。與當時前代跑鞋 LDV 的差距，僅僅只有麂皮面料運用多寡的問題。此回也非 Daybreak 鞋型首度運用在時尚球鞋聯乘中，當中最為人所知的就是 2016 年裏原宿教父藤原浩與 Nike 所帶來的 NikeLab x fragment Roshe Daybreak！

▲ NikeLab x fragment Roshe Daybreak
image via_Nike
此回 Undercover 所釋出的合作版本，更是將自身的前衛理念給灌注，經典的跑鞋外型當中，誇張吸人眼球的鋸齒後跟，形成此次的聯名亮點。麂皮與尼龍共織的鞋面，也象徵著該款球鞋復古與現代的並存。

jQuery( document ).ready(function() {
	jQuery( '#example3_421011' ).sliderPro({
		//width
				width: 1000,
				
		//height
				height: 700,
				
		//autoplay
				autoplay: true,
		autoplayOnHover: 'none',
								autoplayDelay: 5000,
		
		
		arrows: true,
		buttons: true,
		smallSize: 500,
		mediumSize: 1000,
		largeSize: 3000,
		fade: true,
		
		//thumbnail
		thumbnailArrows: true,
		thumbnailWidth: 100,
		thumbnailHeight: 100,
						thumbnailsPosition: 'bottom',
						centerImage: true,
		imageScaleMode: 'cover',
		allowScaleUp: true,
				startSlide: 0,
		loop: true,
		slideDistance: 5,
		autoplayDirection: 'normal',
		touchSwipe: true,
		fullScreen: true,
	});
});


/* Layout 3 */
/* border */
#example3_421011 .sp-selected-thumbnail {
	border: 4px solid #000000;
}

/* font + color */
.title-in  {
	font-family: Arial !important;
	color: #00000 !important;
	background-color: #FFFFFF !important;
	opacity: 0.7 !important;
}
.desc-in  {
	font-family: Arial !important;
	color: #FFFFFF !important;
	background-color: #00000 !important;
	opacity: 0.7 !important;
}

/* bullets color */
.sp-button  {
	border: 2px solid #000000 !important;
}
.sp-selected-button  {
	background-color: #000000 !important;
}

/* pointer color - bottom */
.sp-selected-thumbnail::before {
	border-bottom: 5px solid #000000 !important;
}
.sp-selected-thumbnail::after {
	border-bottom: 13px solid #000000 !important;
}

/* pointer color - top */

/* full screen icon */
.sp-full-screen-button::before {
    color: #FFFFFF !important;
}

/* hover navigation icon color */
.sp-next-arrow::after, .sp-next-arrow::before {
	background-color: #FFFFFF !important;
}
.sp-previous-arrow::after, .sp-previous-arrow::before {
	background-color: #FFFFFF !important;
}

#example3_421011 .title-in {
	color: #00000 !important;
	font-weight: bolder;
	text-align: center;
}

#example3_421011 .title-in-bg {
	background: rgba(255, 255, 255, 0.7); !important;
	white-space: unset !important;
	max-width: 90%;
	min-width: 40%;
	transform: initial !important;
	-webkit-transform: initial !important;
	font-size: 14px !important;
}

#example3_421011 .desc-in {
	color: #FFFFFF !important;
	text-align: center;
}
#example3_421011 .desc-in-bg {
	background: rgba(#00000, 0.7) !important;
	white-space: unset !important;
	width: 80% !important;
	min-width: 30%;
	transform: initial !important;
	-webkit-transform: initial !important;
	font-size: 13px !important;
}

.uris-title{
	font-family: Arial;
}

@media (max-width: 640px) {
	#example3_421011 .hide-small-screen {
		display: none;
	}
}

@media (max-width: 860px) {
	#example3_421011 .sp-layer {
		font-size: 18px;
	}
	
	#example3_421011 .hide-medium-screen {
		display: none;
	}
}
.fnf{
	background-color: #a92929;
	border-radius: 5px;
	color: #fff;
	font-family: initial;
	text-align: center;
	padding:12px;
}
/* Custom CSS */




































與 sacai 的 LDWaffle 樣式，更是將剛所說的 Daybreak 與 LDV 兩款合而為一！1978 年誕生的 LDV，同樣也屬俐落型跑鞋，在當時更成為許多長跑選手們心中的不敗跑鞋。其中的 WAVE 大底沿用至今，依然是鞋迷們對此深耕已久的招牌印象。

image via_google
今番在與 sacai 的合作中，將兩者同樣血脈的跑鞋合併，運用撞色詮釋出兩款的招牌特點。並透過大塊網眼布料，更增添其獨特氣息。兩層 Swoosh 的堆疊，更是增添了勾勾迷想入手的慾望，兩層鞋舌中裏面更寫有 sacai 的身分，來為兩者的合作襯托！

jQuery( document ).ready(function() {
	jQuery( '#example3_421013' ).sliderPro({
		//width
				width: 1000,
				
		//height
				height: 700,
				
		//autoplay
				autoplay: true,
		autoplayOnHover: 'none',
								autoplayDelay: 5000,
		
		
		arrows: true,
		buttons: true,
		smallSize: 500,
		mediumSize: 1000,
		largeSize: 3000,
		fade: true,
		
		//thumbnail
		thumbnailArrows: true,
		thumbnailWidth: 100,
		thumbnailHeight: 100,
						thumbnailsPosition: 'bottom',
						centerImage: true,
		imageScaleMode: 'cover',
		allowScaleUp: true,
				startSlide: 0,
		loop: true,
		slideDistance: 5,
		autoplayDirection: 'normal',
		touchSwipe: true,
		fullScreen: true,
	});
});


/* Layout 3 */
/* border */
#example3_421013 .sp-selected-thumbnail {
	border: 4px solid #000000;
}

/* font + color */
.title-in  {
	font-family: Arial !important;
	color: #00000 !important;
	background-color: #FFFFFF !important;
	opacity: 0.7 !important;
}
.desc-in  {
	font-family: Arial !important;
	color: #FFFFFF !important;
	background-color: #00000 !important;
	opacity: 0.7 !important;
}

/* bullets color */
.sp-button  {
	border: 2px solid #000000 !important;
}
.sp-selected-button  {
	background-color: #000000 !important;
}

/* pointer color - bottom */
.sp-selected-thumbnail::before {
	border-bottom: 5px solid #000000 !important;
}
.sp-selected-thumbnail::after {
	border-bottom: 13px solid #000000 !important;
}

/* pointer color - top */

/* full screen icon */
.sp-full-screen-button::before {
    color: #FFFFFF !important;
}

/* hover navigation icon color */
.sp-next-arrow::after, .sp-next-arrow::before {
	background-color: #FFFFFF !important;
}
.sp-previous-arrow::after, .sp-previous-arrow::before {
	background-color: #FFFFFF !important;
}

#example3_421013 .title-in {
	color: #00000 !important;
	font-weight: bolder;
	text-align: center;
}

#example3_421013 .title-in-bg {
	background: rgba(255, 255, 255, 0.7); !important;
	white-space: unset !important;
	max-width: 90%;
	min-width: 40%;
	transform: initial !important;
	-webkit-transform: initial !important;
	font-size: 14px !important;
}

#example3_421013 .desc-in {
	color: #FFFFFF !important;
	text-align: center;
}
#example3_421013 .desc-in-bg {
	background: rgba(#00000, 0.7) !important;
	white-space: unset !important;
	width: 80% !important;
	min-width: 30%;
	transform: initial !important;
	-webkit-transform: initial !important;
	font-size: 13px !important;
}

.uris-title{
	font-family: Arial;
}

@media (max-width: 640px) {
	#example3_421013 .hide-small-screen {
		display: none;
	}
}

@media (max-width: 860px) {
	#example3_421013 .sp-layer {
		font-size: 18px;
	}
	
	#example3_421013 .hide-medium-screen {
		display: none;
	}
}
.fnf{
	background-color: #a92929;
	border-radius: 5px;
	color: #fff;
	font-family: initial;
	text-align: center;
	padding:12px;
}
/* Custom CSS */




















































延伸閱讀：球鞋巷子內｜NIKE AIR MAX 97 路上一直撞鞋！但看完這篇，你就是巷子內的「球鞋老司機」了！

延伸閱讀：球鞋巷子內｜代排阿嬤都比你懂！AIR JORDAN IV 多次回歸，這回卻被稱作「最經典」你懂嗎？

延伸閱讀：球鞋巷子內｜「少年董」ESO 都無法抵抗它魅力！CONVERSE CHUCK TAYLOR 平價高端一手包辦的鞋櫃經典！
",https://www.cool-style.com.tw/wd2/archives/420939
"

                    				2019-05-22                    			","
    							真假？！這雙 Air Jordan 1 就像「變色龍」一樣，”黑腳趾”、”Chicago”、”灌碎黑橘” 一雙抵百雙！        					","
科技日新月異，就連你我關注的街頭潮流也要與時俱進，特別是日益蓬勃的球鞋圈，這幾年最具話題的科技鞋款，我首推為實現經典科幻電影《回到未來 Back to the Future 》中的自動綁鞋帶鞋款 Nike MAG ，以及後續引用此科技量產的 Nike Adapt BB，之前 Eason、Bogi 已有開箱，同時近期還將推出新配色，相關新聞請自己複習：
延伸閱讀：OH～鞋！這回根本是在開箱「3C 用品」！NIKE ADAPT BB 一雙鞋有一個「專屬 APP」，原來這就是未來！
延伸閱讀：NIKE ADAPT BB 新色才是「經典的未來球鞋」！原來這一天，我可以入手它回到未來！

 
稍早 IG 球鞋帳號 @pr_sneaks23 倒是帶來了與眾不同的 Air Jordan 1 新配色，看過影片的 sneakerheads 無不嘖嘖稱奇，只見球鞋玩家簡單透過專屬智慧手環操控，前方的 Air Jordan 1 鞋面顏色立刻改變，而且連圖紋也能一併微調，這．．．好強，有了這一雙，不管是 Travis Scott x Air Jordan 1、 Fragment Design x Air Jordan 1，或是 “黑腳趾”、 “芝加哥”、”禁穿”．．．全都都是囊中物啦！
https://cool-style.pixfs.net/cool/2019/05/60481926_2309897075993448_1386148540996124672_n.mp4
不過原 PO 並沒有進一步針對此科技面料多做解釋，無法得知這是不是後製而成。不管怎樣，假如真有一天這樣的技術被成功開發，應該能解決大家「鞋櫃裡永遠少一雙球鞋」的困擾吧！
Source: IG
延伸閱讀：這台 LAMBORGHINI 根本就是變色龍！研發團隊聲稱在 2023 年就將完成測試！
延伸閱讀：特別企劃｜未來早在我們腳上！盤點各品牌「科技鞋履競備」，80 年代球鞋竟然還要搭載「小螢幕」！
",https://www.cool-style.com.tw/wd2/archives/420757
"

                    				2019-05-22                    			","
    							神速上腳！羅志祥曬「夜光」版 YEEZY BOOST 350 V2「GID」粉絲直呼：哥什麼都快！        					","
就在我們還在欣賞『穿去夜店最強神鞋！YEEZY BOOST 350 V2「夜光」版本即將發售！』帥氣圖集之際，演藝圈中的資深 Sneakerheads – 小豬羅志祥已火速為我們提供 On Foot 的實體穿搭效果。在燈光的照耀下 Yeezy Boost 350 V2 「GID（Glow In The Dark）」的鞋面呈現十分吸睛的螢光色調，「半透明」側邊細節更為 Primeknit 編織鞋身帶來更多的視覺層次感，雖然小豬並未將此鞋的最大亮點「夜光屬性」徹底發揮，但光是邀請到這幾尊頂級 KAWS Companion 系列公仔一同參予拍攝，就夠羨煞眾人。

許多網友看完後，紛紛留言表示：「太帥了～ yeezy+kaw」、「哥果真什麼都快…GID 夜光都來上腳了」、「鞋子😏好看」，引起粉絲熱烈討論。據悉，Yeezy Boost 350 V2「GID」將在 5 月 25 日發售，售價為 $250 美元，還請留意 COOL 後續報導。

Source: @showlo
",https://www.cool-style.com.tw/wd2/archives/420799
"

                    				2019-05-22                    			","
    							「詹皇」與「網壇傳奇」的邂逅！LEBRON 16 “HOT LAVA” 配色靈感竟取自這雙經典！        					","
一個經典的鞋款往往會伴隨著那些膾炙人口的配色，如 Air Max 95 OG “Neon”、Air Jordan 1 “Chicago”、Air Jordan 11 “Concord” 等，而品牌將這些知名的配色套用到其他鞋款上也確實都有不錯的迴響，近期 Nike 將帶回 1990 年發行的 Nike Air Tech Challenge II，這個曾由網壇霸主阿格西代言的鞋款，其經典程度就連 Nike Air Yeezy 都有取其設計靈感，而這次 Nike 將該配色帶回並套用在 Lebron 16 上，推出的兩款配色皆用上黑、白、霓虹配色，簡潔乾淨的編織鞋身搭配上霓虹配色作點綴，鞋後跟的濺灑則讓人一眼就能辨識取自 Air Tech Challenge II 的設計，這種套用配色的手法也解釋為向這位網球界傳奇致敬，也不禁聯想到這兩位巨星分別在各自的球壇中叱吒風雲的表現。

▲ Nike Air Tech Challenge II




image via Nike
根據消息這雙 LEBRON 16 “Hot Lava” 將於 5 月 24 日開始販售，詳細的資訊還請持續追蹤 COOL 的後續報導。
文/Walker’s
source / Nikenews
延伸閱讀：就算少了季後賽詹皇戰靴依然不失眾望！ JOHN ELLIOTT X NIKE LEBRON ICON 三色曝光！
延伸閱讀：爆裂紋、BRED、氣墊等經典元素融合，AIR JORDAN LEGACY 312 原來是混血神鞋來著！
",https://www.cool-style.com.tw/wd2/archives/420010
"

                    				2019-05-22                    			","
    							BEAMS x NIKE REACT PRESTO「DHARMA」2019 特色聯名祈福登場！        					","
前些日子才向大家介紹 BEAMS x NIKE 的最新合作： 三年前的遺憾這回一定要入手！ BEAMS × NIKE REACT PRESTO 諜照釋出？稍早官方終於正式公布聯名企劃，可惜今次為日本限定發售，除了聯名鞋款外還有服飾單品。

此次以「DHARMA」日本吉祥物達摩不倒翁為主題，做一系列色彩延伸，並在鞋款鞋墊、衣服領標上印有達摩圖案，顏色上則有各種祈求順利、改變的意涵，包括：綠色代表祈求健康、橘色希望工作順利等，而且這次鞋款有別以往，選用 Nike React Presto 為藍本來進行聯名，展現深具特色的色彩拼接感，此外鞋底採用的新科技 React 泡棉，增強了緩震效果和舒適性。BEAMS x Nike React Presto「Dharma」聯名系列定價為 ¥13,000 日圓，T-Shirt 及短褲各為 ¥4,000 和 ¥7,000 日圓，將於 5 月 25 日開始在 日本BEAMS官方網站 及日本各大店面發售。
     
Source: beams
文/Peter
",https://www.cool-style.com.tw/wd2/archives/420770
"

                    				2019-05-22                    			","
    							adidas Yeezy Boost 350 V2「Antlia」實鞋曝光！這回連 反光限定版 也一併出爐！        					","
adidas Yeezy Boost 350 V2 的訊息又有更新。這次是與先前曾經發售過的 “Butter” 配色相似的 “ANTLIA” 黃透明實鞋曝光， Primeknit 鞋面中段加入了透明油漆條設定，讓整體看來更加鮮明！此外這次 IG 帳號 @s.sam.group 同時還曝光了一雙有著「反光」亮點的 reflective 限定版，這種一雙標準配色+一雙反光限定版的安排，會是 2019 夏季 Yeezy Boost 系列的常規嗎？一切只能等待後續相關鞋款發售來佐證了。想知道詳情的也請隨時留意 COOL 的報導。
 
source/@s.sam.group
文/River
 
 
",https://www.cool-style.com.tw/wd2/archives/420722
"

                    				2019-05-21                    			","
    							識貨的會趕快買起來囤！PUMA「這顆球鞋鑽石」只有保值，能夠形容！        					","
PUMA SELECT 最為人所知的就是與全球各大潮牌攜手推出聯名新作！今番再度帶來與著名滑板品牌 DIAMOND SUPPLY CO. 的春夏聯名系列新品，也是繼 2016 年後雙方再次合作！對許多潮鞋迷與滑板迷們來說，無疑是本季最值得興奮期待的街頭單品。

本次以「加州夢」做為設計概念啟發，將來自加州的滑板場文化透過 PUMA 經典單品重新翻玩呈現，以細膩原創水染圖騰貫穿整個系列，明亮色調宛如加州豔陽調色盤，十足彰顯 DIAMOND SUPPLY CO. 大膽肆意的創作精神，狂妄揮灑上復古玩味色彩。
   
選定 PUMA 人氣經典鞋款重塑翻玩，復古網球鞋 PUMA CALI- 0 by DIAMOND SUPPLY 採用柔軟純白皮革與反光覆層，搭配半透明冰塊質感鞋底，打造夏日沁涼氛圍；另外 PUMA Suede by DIAMOND SUPPLY，以水染柔軟麂皮鞋面包覆，鞋帶也同樣揮灑上渲染色彩，彷彿置身洛杉磯泳池畔；夏日必備拖鞋更是不容錯過，PUMA Leadcat by DIAMOND SUPPLY 同樣採用水染效果打造，以經典 Diamond Blue 配色暈染出復古耀眼外型，展現街頭玩味態度。此次聯名同步也提供服裝系列單品，短袖 T 恤、 無袖背心、短褲等單品都將滑板街頭的率性風格俐落呈現。

  
春夏 PUMA SELECT x DIAMOND SUPPLY CO. 跨界聯名新品將於 5 月 25 日於 PUMA 指定門市專櫃販售，除了鞋款服飾單品外，同步也推出斜背包及蓋帽等潮流配件，化身加州男孩展現今夏最耀眼的復古潮流 California Style。
",https://www.cool-style.com.tw/wd2/archives/420385
"

                    				2019-05-21                    			","
    							搭上台灣通過同性婚姻風潮！adidas Ozweego adiPRENE「Pride」綻放彩虹！        					","
最近 Raf Simons x  adidas 新款 RZ Ozweego 即將上架，致敬 70 年代華麗搖滾所塑造的鏡面物料頗為精彩。緊隨著趁其熱度，adidas 便又公開一雙不具價位壓力的 Ozweego adiPRENE。首先，整個設計輪廓看得出延續「Dad Shoes」風格理念，並輔以米白色網眼及皮革材質做出多個質感細節，不過重點是中底「漸變彩虹」設計，正呼應內襯鞋墊「Love Unites」字樣，無疑搭上了台灣 5 月 17 日通過同性婚姻法案的慶賀風潮。據悉，這雙 adidas Ozweego adiPRENE「Pride」將在 6 月  1 日發售，售價為 $120 美元。 
       
延伸閱讀：球鞋界的金屬戰神！ADIDAS BY RAF SIMONS 2019 新季 RZ OZWEEGO 即將登場！
延伸閱讀：螢光綠+亮橘！全新鞋款 OZWEEGO 一次滿足本季最火配色！
Source / Instagram
",https://www.cool-style.com.tw/wd2/archives/420624
"

                    				2019-05-21                    			","
    							不再被說妳是「小隻馬」！ adidas HyperSleek「千鳥格」系列現已發售！        					","
近年女權運動崛起，各個品牌不約而同將心力投入女裝市場，像是 adidas x Beyoncé 的 IVY PARK 合作企劃就擁有絕對號召力。同時，官方不僅著重於聯名，也不忘為自家深受女性喜愛的 HyperSleek 打造全新樣貌。設計別於以往簡約風格，此次在鞋面注入「黑色千鳥格」為展開，提點背景鞋面一白一紫兩款樣式，至於球鞋設計本身就十分有趣，在厚實的基底下塑造「尖頭」造型，具有風格韻味還對身高有一定程度的加乘，讓女性朋友不再被冠上「小隻馬」之名。據悉 adidas HyperSleek「千鳥格」系列，已在 adidas 官網上架，售價為 $130 美元。
   
延伸閱讀：「黑魂」 ADIDAS YEEZY BOOST 350 V2 又來放毒！這次能不要跟我搶了嗎？！
延伸閱讀：「夏季粉嫩」配色將是全新網美打卡聖品！ADIDAS YEEZY BOOST 350 V2 新色又一發！
Source / Instagram
",https://www.cool-style.com.tw/wd2/archives/420607
"

                    				2019-05-21                    			","
    							這就是為什麼你搶不到？代排大媽搶到限量球鞋，眾多潮流人集體噓爆！        					","
最近 Travis Scott x Air Jordan 1 發售，相信各位早已瀏覽到世界各地的 Sneakerheads，集體在各個發售店鋪暴動的現像，畢竟這雙「反設定 Swoosh」是官方首度打破傳統格局的新嘗試。回歸現實面，排隊人群中總有不少轉售商用「人海戰術」逼得你入手機會降低，也許你心想：「如果少了那幾個老芋頭，那中籤的是不是我」？而最近網路正流傳一張圖片引起眾多人共鳴，一位大媽拿著由中國上海設計師「茹秋石」所炮製的 Nike Air Max 97 SH Kaleidoscope，疑似在拍照給孫子亦或上網拍賣，令鞋頭們說道：「這就是為什麼我沒有它們」。不得不說，雖然轉售市場的存在是有必要性，因為能讓想圓夢的朋友方便尋得，但玩家們就必須面對「財力」問題常常力不從心。其實許多人認為品牌可以對一些「有特殊紀念意義」的鞋款做發售決策，例如就有網友提出：控制供需保持飢餓度可以理解，但希望能有更廣泛探究設計理念本身的考題做發售規則，也許這種方案能硬背下來並不是萬全之策，可在一定程度上就能讓代排們吃足苦頭，試著刷掉一些人也說不定。你覺得官方要做出何種調整才能平衡你的心理？不妨與 COOL 分享策略。

延伸閱讀：穿 OFF-WHITE 還沒比「中國大媽」潮，他們有專屬《迷妹》雜誌你敢信？
延伸閱讀：大媽當場嗆 FLOYD MAYWEATHER 是「懦夫」！引來 50CENT 讚聲 “這傢伙真以為自己是歐巴馬？”
Source / Instagram
",https://www.cool-style.com.tw/wd2/archives/420594
"

                    				2019-05-21                    			","
    							穿去夜店最強神鞋！Yeezy Boost 350 V2「夜光」版本即將發售！        					","
從上個月初，Yeezy Boost 350 V2「Glow In The Dark」配色大量曝光開始，剖身注入「半透明」物料加上螢光黃 Primeknit 鞋面，匹配一致同色的 TPU 側壁「夜光」屬性，就成功獲得 Sneaker 領域的關注。緊隨著情報帳號 @yankeekicks 亦在隨後，為我們提供 On Foot 的實體穿搭效果。

image Via hypebeast
不過據傳這雙的貨量似乎不如其他 Yeezys 的產量，因為就算在中國選定的區域中亦只有 43 座城市發售，可能是官方想針對貨量做出更嚴謹的控制？雖然不曉得實際發售數量為何，但要論市場面大家還是偏向於「黑魂」設定，可試想正逢夏季，要是你/妳做為一名對「穿搭活潑」的潮流人，其實這雙不妨是個好選擇，尤其是你去夜店更為亮眼。據悉，Yeezy Boost 350 V2「Glow In The Dark」將在 5 月 25 日發售，售價為 $250 美元，還請留意 COOL 後續報導。
        
延伸閱讀：「黑魂」 ADIDAS YEEZY BOOST 350 V2 又來放毒！這次能不要跟我搶了嗎？！
延伸閱讀：「夏季粉嫩」配色將是全新網美打卡聖品！ADIDAS YEEZY BOOST 350 V2 新色又一發！
Source / hypebeast
",https://www.cool-style.com.tw/wd2/archives/420576
"

                    				2019-05-21                    			","
    							BAPE 聯名還不夠！WACKO MARIA x SUICOKE 刺青圖 + 燈心絨鞋面太兇！        					","
經過 BAPE x SUICOKE  一陣潮流席捲後，這個機能涼鞋品牌又快馬加鞭與日本 WACKO MARIA 合作，為我們帶來全新單品。以下兩款以樂福鞋為靈感打造的 DEEBO SHOES，面料不同於傳統皮革表面，全黑色調的鞋面是使用高質感的燈心絨做材質輔入，並注入天主聖母瑪利亞祈禱圖案與哥德字體做結，與次文化完美銜接。而這種設計撇開品牌，亦令人聯想到不同風格的 Old/New School 刺青圖案。感興趣的朋友，WACKO MARIA x SUICOKE 聯名系列，現已可至 WACKO MARIA 官網及 PARADISE TOKYO 店鋪購得，售價為 ¥ 17,800 至¥ 23,800 區間。
      
延伸閱讀：冠希哥夏日必備的涼拖鞋 SUICOKE 有新聯名了！這次的 BAPE 迷彩帥翻了～
延伸閱讀：帝王級暗黑骷髏加持！ MASTERMIND JAPAN X SUICOKE 再推出 KAW 新色聯乘拖鞋
Source / Instagram
",https://www.cool-style.com.tw/wd2/archives/420529
"

                    				2019-05-21                    			","
    							COOL 直擊｜這家洗鞋店跟你想的 HEN 不一樣～一次打包護鞋神器、限量球鞋和服飾！8/29-9/14 無論鞋包帽，來店洗第 2 件 5 折        					","
今年，Y.A.S 在台北東區開設了第一間實體店面：「Y.A.S 鞋類洗護中心選品店」，除了「洗鞋服務」之外（延伸閱讀：只有神鞋還不夠，你還需要 Y.A.S 才夠厲害！），現場還販售多款鞋子洗護商品跟限量神鞋，更貼心的是，為了無法到門市的鞋迷們，更破天荒推出全台送洗鞋子一雙享免運的服務，真的是揪感心，馬上動手LINE預約(@gxf7947a)！
另外，「Y.A.S鞋類洗護中心選品店」的新零售消費模式也是一大亮點，出門逛街不用怕沒手拿戰利品，今天就要帶大家逛逛這間選品店，保證讓你從頭買到腳（連肌膚保養也顧到好），一次購齊所有行頭！

Y.A.S鞋類洗護中心選品店


座落在大安區的 Y.A.S 鞋類洗護中心選品店，裝潢部分選用 Y.A.S 的招牌配色黑與白作為設計主軸，完美體現 Y.A.S 簡約俐落的美式精神。這裡不光只是一間洗鞋店，更以新零售智慧結帳系統受到許多鞋迷們的關注，用手機掃一下 QR-CODE，商品會直接寄到家裡，省去手提的困擾。

穿神鞋出門不怕髒，清潔、保養通通交給專業的


相信就算不是鞋頭，每個人都不希望看到鞋子變髒、變舊，但如果真的不小心穿髒、不知道怎麼處理，那麼就一定要到這裡交給專業的 Y.A.S 來洗護！無論是出現染色狀況的鞋款、Boost 中底泛黃的處理以及 Yeezy、Air Jordan 等各代神鞋都敢收，讓各位愛鞋玩家絕對放心。

↑中底補色也難不倒Y.A.S鞋類洗護中心選品店。
 
Y.A.S 也提供線上洗護的服務，可以直接透過官網或是加入LINE@預約（@gxf7947a），就有專人幫你把鞋子送到店裡洗護喔！

↑ Y.A.S 鞋類洗護中心選品店對於球鞋清洗的過程，與保養打理的每個細節都是非常重視的，整理前後的強烈比照讓客人驚問：「你們是買新的嗎！？」
 

憑藉著 Y.A.S 在潮流圈的人氣和地位，鞋架上除了展售各式話題、限量款球鞋，品牌自有服飾和配件更是讓人每件都想試穿，一旦進去就真的很難全身而退啊～

除了洗鞋服務之外，最令人眼睛為之一亮的，莫過於店內有著最齊全的清潔與保養品！從最受網友們歡迎的鞋類香氛清潔組之外，防水噴霧、擦拭巾和清潔刷等輔助工具都能整套打包帶走～

↑現場備有專屬體驗區，透過實際試用，更能準確的找到自己的需求及適合的商品。

身為潮男除了鞋子要顧，面子也要顧！Y.A.S 更推出含有天然保濕成分的潔顏霜、身體乳液和精華霜，維持 Y.A.S 一貫美式包裝設計，以白色為基底，簡約又時尚，小小一罐放進包包就很潮！（延伸閱讀：潮流生活王 － Y.A.S 跨足肌膚保養，帥要從裡到外，不能只是半吊子！）

↑ 店內同時販售抗 UV 收納鞋盒，透明門板找鞋超快速，還能當成居家擺飾，買了鞋別忘了幫它買個家啊～

接下來就是讓鞋迷們眼睛發亮的球鞋牆啦～店內集結了當紅球鞋品牌，像是 NIKE、Adidas、PUMA、FILA、Champion、DC、PONY 等，連 NIKE JORDAN 紅頭鞋系列、Nike Off-White Air Force1 聯名款也都買得到！絕對是球鞋控不能錯過的名店之一。

看到喜歡的球鞋後，只要拿出手機掃描上面的 QR-CODE，就可以自動下單結帳。再偷偷告訴你，將手機靠近 NFC 按鈕，螢幕就會自動播放商品介紹影片（螢幕就是你的解說員！！），確定購買就直接點選結帳按鈕，商品就會寄到你家了，怎麼可以這麼方便！

對於不喜歡與店員交流、或是習慣先看到實品再購買的人來說，這樣的購物方式真的是再貼心不過啦～
 
今年年初開幕的 Y.A.S 鞋類洗護中心選品店，地點就離捷運忠孝復興站走路不到 10 分鐘的時間，除了能安心把愛鞋交給店員清理之外，還可以順便帶走一、兩雙限量球鞋，對運動迷及鞋癡來說，在店裡待一整個下午也不是問題啊！
洗鞋就交給專業的！Y.A.S鞋類洗護中心選品店全台送洗享一雙免運！
 
加碼活動：8/29-9/14 無論鞋/包/帽，凡來店洗皆第 2 件 5 折！

About　Y.A.S鞋類洗護中心選品店
地址：台北市大安區忠孝東路三段 217 巷 5 弄 2 號
電話：02-2778-9890
Y.A.S 鞋類洗護中心 Line ID: @gxf7947a
粉絲專頁：https://www.facebook.com/YAS321752/
官網：www.youngamericanasupply.com.tw
 
",https://www.cool-style.com.tw/wd2/archives/420292
"

                    				2019-05-21                    			","
    							鞋櫃永遠缺一雙 Air Max 97！這雙全新「海波浪」配色，絕對重擊你想上腳的心！        					","
Nike Air Max 家族一直被奉為經典與科技並存的球鞋。每年 Nike 更會推出新款成員，來延續壯大聲勢！但對於許多鞋迷來說，先前所推出的 Air Max 系列同樣也有著無可抹滅的高度，當中 Air Max 97 更是如此！今番品牌又為其捎來最新色 Monsoon Blue，利用淺藍與深藍製造出對立層次鞋面，也透過網眼與皮革異材質的交替，詮釋出多變的效果！點綴的蒂芬妮藍 Swoosh 更是萬藍中的一個亮眼焦點。目前該款式已可透過 美國官網 進行購入，如果台灣後續有進行發售的話，COOL 也將會帶來第一手的報導。
   
延伸閱讀：球鞋巷子內｜NIKE AIR MAX 97 路上一直撞鞋！但看完這篇，你就是巷子內的「球鞋老司機」了！
延伸閱讀：特別企劃 │ 原來 AIR MAX 97 這麼百搭！來看名人、潮人們用各種褲款來演繹出 NIKE AIR MAX 97 的經典！
 
Sneaker/sneakernews
",https://www.cool-style.com.tw/wd2/archives/420371
