商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格(台幣),商品介紹,主要顏色,次要顏色,主色比例,次色比例
54601_BBK,https://www.skechers.com/en-us/style/54601/skechers-gowalk-max/bbk,https://image.skechers.com/img/productimages/xlarge/54601_BBK_E.jpg,Men's Skechers GOwalk Max,Skechers,ATHLETICS,Man,59,"Comfort Athletics?Get the maximum comfort and cushioning for athletic walking with the Skechers GOwalk Max. Mesh fabric upper with cushioned, supportive sole design. Designed with Skechers Performance technology and materials specifically for athletic walking. Goga Max? Technology insole with high-rebound cushioning.
Details

Skechers GOwalk Max midsole and outsole for high level cushioning and support
5GEN? sole - proprietary lightweight injection-molded compound with memory retention helps absorb impact
Goga Max? technology insole for maximum support and cushioning
Features high-rebound cushioning with responsive feedback
Combines a proprietary 'SQUISH' component with our exclusive material
Super lightweight mesh fabric upper for ideal fit
Flexible rubber sole provides durability and stability
Weight: Radically lightweight 7 1/2 oz. in a men's size 9
1 1/2 inch heel

Construction

Lightweight textured mesh fabric upper
Solid weave mesh fabric toe and heel panels for stability
Synthetic overlay at laces for added durability
Extra padded heel for walking comfort
Lace up design with padded collar and tongue
Side S logo
Soft flexible one piece midsole and outsole design",,,,
54601_CHAR,https://www.skechers.com/en-us/style/54601/skechers-gowalk-max/char,https://image.skechers.com/img/productimages/xlarge/54601_CHAR_E.jpg,Men's Skechers GOwalk Max,Skechers,ATHLETICS,Man,60,"Comfort Athletics?Get the maximum comfort and cushioning for athletic walking with the Skechers GOwalk Max. Mesh fabric upper with cushioned, supportive sole design. Designed with Skechers Performance technology and materials specifically for athletic walking. Goga Max? Technology insole with high-rebound cushioning.
Details

Skechers GOwalk Max midsole and outsole for high level cushioning and support
5GEN? sole - proprietary lightweight injection-molded compound with memory retention helps absorb impact
Goga Max? technology insole for maximum support and cushioning
Features high-rebound cushioning with responsive feedback
Combines a proprietary 'SQUISH' component with our exclusive material
Super lightweight mesh fabric upper for ideal fit
Flexible rubber sole provides durability and stability
Weight: Radically lightweight 7 1/2 oz. in a men's size 9
1 1/2 inch heel

Construction

Lightweight textured mesh fabric upper
Solid weave mesh fabric toe and heel panels for stability
Synthetic overlay at laces for added durability
Extra padded heel for walking comfort
Lace up design with padded collar and tongue
Side S logo
Soft flexible one piece midsole and outsole design",,,,
54601_NVGY,https://www.skechers.com/en-us/style/54601/skechers-gowalk-max/nvgy,https://image.skechers.com/img/productimages/xlarge/54601_NVGY_E.jpg,Men's Skechers GOwalk Max,Skechers,ATHLETICS,Man,59,"Comfort Athletics?Get the maximum comfort and cushioning for athletic walking with the Skechers GOwalk Max. Mesh fabric upper with cushioned, supportive sole design. Designed with Skechers Performance technology and materials specifically for athletic walking. Goga Max? Technology insole with high-rebound cushioning.
Details

Skechers GOwalk Max midsole and outsole for high level cushioning and support
5GEN? sole - proprietary lightweight injection-molded compound with memory retention helps absorb impact
Goga Max? technology insole for maximum support and cushioning
Features high-rebound cushioning with responsive feedback
Combines a proprietary 'SQUISH' component with our exclusive material
Super lightweight mesh fabric upper for ideal fit
Flexible rubber sole provides durability and stability
Weight: Radically lightweight 7 1/2 oz. in a men's size 9
1 1/2 inch heel

Construction

Lightweight textured mesh fabric upper
Solid weave mesh fabric toe and heel panels for stability
Synthetic overlay at laces for added durability
Extra padded heel for walking comfort
Lace up design with padded collar and tongue
Side S logo
Soft flexible one piece midsole and outsole design",,,,
54640_CCBL,https://www.skechers.com/en-us/style/54640/skechers-gowalk-max-otis/ccbl,https://image.skechers.com/img/productimages/xlarge/54640_CCBL_E.jpg,Men's Skechers GOwalk Max - Otis,Skechers,ATHLETICS,Man,60,"Comfort Athletics?Elevate your comfort and style for walking with the Skechers GOwalk Max - Otis. Mesh fabric and synthetic upper with cushioned, supportive sole design. Designed with Skechers Performance technology and materials specifically for athletic walking. Air Cooled Goga Mat? Technology insole with high-rebound cushioning.
Details

Skechers GOwalk Max midsole and outsole for high level cushioning and support
5GEN? sole - proprietary lightweight injection-molded compound with memory retention helps absorb impact
Air Cooled Goga Max? technology insole for maximum support and cushioning
Super lightweight mesh fabric upper for ideal fit
Flexible rubber sole provides durability and stability
Weight: Radically lightweight 7 1/2 oz. in a men's size 9
1 1/2 inch heel

Construction

Lightweight textured mesh fabric upper
Smooth hot-melt synthetic overlays at toe and laces for added durability
Extra padded heel for walking comfort
Lace up design with padded collar and tongue
Side S logo
Soft flexible one piece midsole and outsole design",,,,
54640_BLK,https://www.skechers.com/en-us/style/54640/skechers-gowalk-max-otis/blk,https://image.skechers.com/img/productimages/xlarge/54640_BLK_E.jpg,Men's Skechers GOwalk Max - Otis,Skechers,ATHLETICS,Man,60,"Comfort Athletics?Elevate your comfort and style for walking with the Skechers GOwalk Max - Otis. Mesh fabric and synthetic upper with cushioned, supportive sole design. Designed with Skechers Performance technology and materials specifically for athletic walking. Air Cooled Goga Mat? Technology insole with high-rebound cushioning.
Details

Skechers GOwalk Max midsole and outsole for high level cushioning and support
5GEN? sole - proprietary lightweight injection-molded compound with memory retention helps absorb impact
Air Cooled Goga Max? technology insole for maximum support and cushioning
Super lightweight mesh fabric upper for ideal fit
Flexible rubber sole provides durability and stability
Weight: Radically lightweight 7 1/2 oz. in a men's size 9
1 1/2 inch heel

Construction

Lightweight textured mesh fabric upper
Smooth hot-melt synthetic overlays at toe and laces for added durability
Extra padded heel for walking comfort
Lace up design with padded collar and tongue
Side S logo
Soft flexible one piece midsole and outsole design",,,,
54640_NTNV,https://www.skechers.com/en-us/style/54640/skechers-gowalk-max-otis/ntnv,https://image.skechers.com/img/productimages/xlarge/54640_NTNV_E.jpg,Men's Skechers GOwalk Max - Otis,Skechers,ATHLETICS,Man,60,"Comfort Athletics?Elevate your comfort and style for walking with the Skechers GOwalk Max - Otis. Mesh fabric and synthetic upper with cushioned, supportive sole design. Designed with Skechers Performance technology and materials specifically for athletic walking. Air Cooled Goga Mat? Technology insole with high-rebound cushioning.
Details

Skechers GOwalk Max midsole and outsole for high level cushioning and support
5GEN? sole - proprietary lightweight injection-molded compound with memory retention helps absorb impact
Air Cooled Goga Max? technology insole for maximum support and cushioning
Super lightweight mesh fabric upper for ideal fit
Flexible rubber sole provides durability and stability
Weight: Radically lightweight 7 1/2 oz. in a men's size 9
1 1/2 inch heel

Construction

Lightweight textured mesh fabric upper
Smooth hot-melt synthetic overlays at toe and laces for added durability
Extra padded heel for walking comfort
Lace up design with padded collar and tongue
Side S logo
Soft flexible one piece midsole and outsole design",,,,
54640_NVY,https://www.skechers.com/en-us/style/54640/skechers-gowalk-max-otis/nvy,https://image.skechers.com/img/productimages/xlarge/54640_NVY_E.jpg,Men's Skechers GOwalk Max - Otis,Skechers,ATHLETICS,Man,60,"Comfort Athletics?Elevate your comfort and style for walking with the Skechers GOwalk Max - Otis. Mesh fabric and synthetic upper with cushioned, supportive sole design. Designed with Skechers Performance technology and materials specifically for athletic walking. Air Cooled Goga Mat? Technology insole with high-rebound cushioning.
Details

Skechers GOwalk Max midsole and outsole for high level cushioning and support
5GEN? sole - proprietary lightweight injection-molded compound with memory retention helps absorb impact
Air Cooled Goga Max? technology insole for maximum support and cushioning
Super lightweight mesh fabric upper for ideal fit
Flexible rubber sole provides durability and stability
Weight: Radically lightweight 7 1/2 oz. in a men's size 9
1 1/2 inch heel

Construction

Lightweight textured mesh fabric upper
Smooth hot-melt synthetic overlays at toe and laces for added durability
Extra padded heel for walking comfort
Lace up design with padded collar and tongue
Side S logo
Soft flexible one piece midsole and outsole design",,,,
55495_BBK,https://www.skechers.com/en-us/style/55495/skechers-on-the-go-outdoors-ultra-trek/bbk,https://image.skechers.com/img/productimages/xlarge/55495_BBK_E.jpg,Men's Skechers On the GO Outdoors Ultra - Trek,Skechers,ATHLETICS,Man,70,"Get right into seasonal style and walking comfort with the Skechers On the GO Outdoors Ultra - Trek shoe. Advanced comfort and technology in a trail ready low top slip on walking sport moc featuring Ultra GO comfort and long lasting supportive cushioning.
Details

Waterproof suede upper
Lightweight, responsive ULTRA GO? cushioning
Skechers Air Cooled Goga Mat? breathable insole provides high-rebound cushioning
Durable outsole with trail ready traction design
Weight: 8 3/4 oz. per shoe in a men's size 9
1 1/2 inch heel

Construction

Smooth sport suede upper for seasonal look
Waterproof seam sealed design
Slip on design with dual side elastic panels for comfort
Rounded plain toe front
Stitching accents and side S logo
Heel overlay panel with fabric top pull on loop
Padded fabric collar
Textured midsole for added protection
Multi directional traction lug outsole design",,,,
54535_WBK,https://www.skechers.com/en-us/style/54535/skechers-go-golf-pro-v-4/wbk,https://image.skechers.com/img/productimages/xlarge/54535_WBK_E.jpg,Men's Skechers GO GOLF Pro V.4,Skechers,ATHLETICS,Man,150,"Designed and worn by our very own Matt Kuchar, the Skechers GO GOLF Pro V.4? offers a classic design with replaceable Softspikes? and complete Skechers? H2GO Shield waterproof protection.
Details

Skechers? H2GO Shield waterproof protection
Smooth full grain leather upper
Dynamic diamond-design traction plate outsole to ensure maximum grip
Sleek, low profile, quick release, full contact outsole design
Heel lock feature for a stable and secure fit
Ultra-lightweight, responsive ULTRA FLIGHT?cushioning
High-Performance Resamax? cushioned insole
Replaceable Softspikes? for maximum grip
Spikes are replaceable using Softspikes? Stealth PIN system
SOFTSPIKES? is a registered trademark of SOFTSPIKES LLC
Official shoe of Matt Kuchar

Construction

Smooth full grain leather upper for classic look
Side stitching detail trim
Lace up front
Soft fabric shoe lining
Cushioned comfort insole
Weight: 14.85 oz. per shoe in a men's size 9
3/4 inch heel
NOTE: This style may not be eligible for use with discount codes",,,,
54535_BKW,https://www.skechers.com/en-us/style/54535/skechers-go-golf-pro-v-4/bkw,https://image.skechers.com/img/productimages/xlarge/54535_BKW_E.jpg,Men's Skechers GO GOLF Pro V.4,Skechers,ATHLETICS,Man,150,"Designed and worn by our very own Matt Kuchar, the Skechers GO GOLF Pro V.4? offers a classic design with replaceable Softspikes? and complete Skechers? H2GO Shield waterproof protection.
Details

Skechers? H2GO Shield waterproof protection
Smooth full grain leather upper
Dynamic diamond-design traction plate outsole to ensure maximum grip
Sleek, low profile, quick release, full contact outsole design
Heel lock feature for a stable and secure fit
Ultra-lightweight, responsive ULTRA FLIGHT?cushioning
High-Performance Resamax? cushioned insole
Replaceable Softspikes? for maximum grip
Spikes are replaceable using Softspikes? Stealth PIN system
SOFTSPIKES? is a registered trademark of SOFTSPIKES LLC
Official shoe of Matt Kuchar

Construction

Smooth full grain leather upper for classic look
Side stitching detail trim
Lace up front
Soft fabric shoe lining
Cushioned comfort insole
Weight: 14.85 oz. per shoe in a men's size 9
3/4 inch heel
NOTE: This style may not be eligible for use with discount codes",,,,
54536_BKW,https://www.skechers.com/en-us/style/54536/skechers-go-golf-pro-v-4-honors/bkw,https://image.skechers.com/img/productimages/xlarge/54536_BKW_E.jpg,Men's Skechers GO GOLF Pro V.4 - Honors,Skechers,ATHLETICS,Man,150,"Designed and worn by our very own Matt Kuchar, the Skechers GO GOLF Pro V.4? - Honors offers a classic design with replaceable Softspikes? and complete Skechers? H2GO Shield waterproof protection.
Details

Skechers? H2GO Shield waterproof protection
Smooth leather and knitted textile upper
Dynamic diamond-design traction plate outsole to ensure maximum grip
Sleek, low profile, quick release, full contact outsole design
Heel lock feature for a stable and secure fit
Ultra-lightweight, responsive ULTRA FLIGHT?cushioning
High-Performance Resamax? cushioned insole
Replaceable Softspikes? for maximum grip
Spikes are replaceable using Softspikes? Stealth PIN system
SOFTSPIKES? is a registered trademark of SOFTSPIKES LLC
Official shoe of Matt Kuchar

Construction

Leather and knitted textile upper for breathable comfort
Side stitching detail trim
Lace up front
Soft fabric shoe lining
Cushioned comfort insole
Weight: 14.85 oz. per shoe in a men's size 9
3/4 inch heel
NOTE: This style may not be eligible for use with discount codes",,,,
54536_CHAR,https://www.skechers.com/en-us/style/54536/skechers-go-golf-pro-v-4-honors/char,https://image.skechers.com/img/productimages/xlarge/54536_CHAR_E.jpg,Men's Skechers GO GOLF Pro V.4 - Honors,Skechers,ATHLETICS,Man,150,"Designed and worn by our very own Matt Kuchar, the Skechers GO GOLF Pro V.4? - Honors offers a classic design with replaceable Softspikes? and complete Skechers? H2GO Shield waterproof protection.
Details

Skechers? H2GO Shield waterproof protection
Smooth leather and knitted textile upper
Dynamic diamond-design traction plate outsole to ensure maximum grip
Sleek, low profile, quick release, full contact outsole design
Heel lock feature for a stable and secure fit
Ultra-lightweight, responsive ULTRA FLIGHT?cushioning
High-Performance Resamax? cushioned insole
Replaceable Softspikes? for maximum grip
Spikes are replaceable using Softspikes? Stealth PIN system
SOFTSPIKES? is a registered trademark of SOFTSPIKES LLC
Official shoe of Matt Kuchar

Construction

Leather and knitted textile upper for breathable comfort
Side stitching detail trim
Lace up front
Soft fabric shoe lining
Cushioned comfort insole
Weight: 14.85 oz. per shoe in a men's size 9
3/4 inch heel
NOTE: This style may not be eligible for use with discount codes",,,,
54533_BKBL,https://www.skechers.com/en-us/style/54533/skechers-go-golf-drive-4/bkbl,https://image.skechers.com/img/productimages/xlarge/54533_BKBL_E.jpg,Men's Skechers GO GOLF Drive 4,Skechers,ATHLETICS,Man,90,"The Skechers GO GOLF Drive 4? is ideally suited for style and comfort on the course. It combines innovative, lightweight athletic materials with our advanced ULTRA FLIGHT? midsole and Goga Max? Technology insole, perfect for all-day comfort from tee off to the 18th hole.
Details

Skechers Goga Max? Technology insole for high-rebound cushioning
Ultra-lightweight, responsive ULTRA FLIGHT?cushioning midsole
Water resistant protection
Smooth clean leather upper
Durable rubber traction plate
Breathable Dri-Lex? moisture wicking lining

Construction

Smooth leather upper
Stitching accents and leather overlay detail on sides and heel panel
Side S logo
Lace up front
Padded collar and tongue
Soft fabric shoe lining
Flexible rubber outsole
Weight: 12 oz. in a men's size 9
1 inch heel
NOTE: This style may not be eligible for use with discount codes",,,,
54533_WNV,https://www.skechers.com/en-us/style/54533/skechers-go-golf-drive-4/wnv,https://image.skechers.com/img/productimages/xlarge/54533_WNV_E.jpg,Men's Skechers GO GOLF Drive 4,Skechers,ATHLETICS,Man,90,"The Skechers GO GOLF Drive 4? is ideally suited for style and comfort on the course. It combines innovative, lightweight athletic materials with our advanced ULTRA FLIGHT? midsole and Goga Max? Technology insole, perfect for all-day comfort from tee off to the 18th hole.
Details

Skechers Goga Max? Technology insole for high-rebound cushioning
Ultra-lightweight, responsive ULTRA FLIGHT?cushioning midsole
Water resistant protection
Smooth clean leather upper
Durable rubber traction plate
Breathable Dri-Lex? moisture wicking lining

Construction

Smooth leather upper
Stitching accents and leather overlay detail on sides and heel panel
Side S logo
Lace up front
Padded collar and tongue
Soft fabric shoe lining
Flexible rubber outsole
Weight: 12 oz. in a men's size 9
1 inch heel
NOTE: This style may not be eligible for use with discount codes",,,,
54533_GYLM,https://www.skechers.com/en-us/style/54533/skechers-go-golf-drive-4/gylm,https://image.skechers.com/img/productimages/xlarge/54533_GYLM_E.jpg,Men's Skechers GO GOLF Drive 4,Skechers,ATHLETICS,Man,90,"The Skechers GO GOLF Drive 4? is ideally suited for style and comfort on the course. It combines innovative, lightweight athletic materials with our advanced ULTRA FLIGHT? midsole and Goga Max? Technology insole, perfect for all-day comfort from tee off to the 18th hole.
Details

Skechers Goga Max? Technology insole for high-rebound cushioning
Ultra-lightweight, responsive ULTRA FLIGHT?cushioning midsole
Water resistant protection
Smooth clean leather upper
Durable rubber traction plate
Breathable Dri-Lex? moisture wicking lining

Construction

Smooth leather upper
Stitching accents and leather overlay detail on sides and heel panel
Side S logo
Lace up front
Padded collar and tongue
Soft fabric shoe lining
Flexible rubber outsole
Weight: 12 oz. in a men's size 9
1 inch heel
NOTE: This style may not be eligible for use with discount codes",,,,
54533_CCRD,https://www.skechers.com/en-us/style/54533/skechers-go-golf-drive-4/ccrd,https://image.skechers.com/img/productimages/xlarge/54533_CCRD_E.jpg,Men's Skechers GO GOLF Drive 4,Skechers,ATHLETICS,Man,90,"The Skechers GO GOLF Drive 4? is ideally suited for style and comfort on the course. It combines innovative, lightweight athletic materials with our advanced ULTRA FLIGHT? midsole and Goga Max? Technology insole, perfect for all-day comfort from tee off to the 18th hole.
Details

Skechers Goga Max? Technology insole for high-rebound cushioning
Ultra-lightweight, responsive ULTRA FLIGHT?cushioning midsole
Water resistant protection
Smooth clean leather upper
Durable rubber traction plate
Breathable Dri-Lex? moisture wicking lining

Construction

Smooth leather upper
Stitching accents and leather overlay detail on sides and heel panel
Side S logo
Lace up front
Padded collar and tongue
Soft fabric shoe lining
Flexible rubber outsole
Weight: 12 oz. in a men's size 9
1 inch heel
NOTE: This style may not be eligible for use with discount codes",,,,
54534_BKGY,https://www.skechers.com/en-us/style/54534/skechers-go-golf-drive-4-lx/bkgy,https://image.skechers.com/img/productimages/xlarge/54534_BKGY_E.jpg,Men's Skechers GO GOLF Drive 4 - LX,Skechers,ATHLETICS,Man,105,"The Skechers GO GOLF Drive 4? - LX is ideally suited for style and comfort on the course. It combines innovative, lightweight athletic materials with our advanced ULTRA FLIGHT? midsole and Goga Max? Technology insole, perfect for all-day comfort from tee off to the 18th hole.
Details

Skechers Goga Max? Technology insole for high-rebound cushioning
Ultra-lightweight, responsive ULTRA FLIGHT?cushioning midsole
Skechers? H2GO Shield waterproof protection
Waterproof protection with 2 year warranty
High quality full grain premium leather upper
Durable rubber traction plate
Breathable Dri-Lex? moisture wicking lining

Construction

LX model features a premium full grain leather upper
Stitching accents and leather overlay detail on sides and heel panel
Side S logo
Lace up front
Padded collar and tongue
Soft fabric shoe lining
Flexible rubber outsole
Weight: 12 oz. in a men's size 9
1 inch heel
NOTE: This style may not be eligible for use with discount codes",,,,
54534_CHOC,https://www.skechers.com/en-us/style/54534/skechers-go-golf-drive-4-lx/choc,https://image.skechers.com/img/productimages/xlarge/54534_CHOC_E.jpg,Men's Skechers GO GOLF Drive 4 - LX,Skechers,ATHLETICS,Man,105,"The Skechers GO GOLF Drive 4? - LX is ideally suited for style and comfort on the course. It combines innovative, lightweight athletic materials with our advanced ULTRA FLIGHT? midsole and Goga Max? Technology insole, perfect for all-day comfort from tee off to the 18th hole.
Details

Skechers Goga Max? Technology insole for high-rebound cushioning
Ultra-lightweight, responsive ULTRA FLIGHT?cushioning midsole
Skechers? H2GO Shield waterproof protection
Waterproof protection with 2 year warranty
High quality full grain premium leather upper
Durable rubber traction plate
Breathable Dri-Lex? moisture wicking lining

Construction

LX model features a premium full grain leather upper
Stitching accents and leather overlay detail on sides and heel panel
Side S logo
Lace up front
Padded collar and tongue
Soft fabric shoe lining
Flexible rubber outsole
Weight: 12 oz. in a men's size 9
1 inch heel
NOTE: This style may not be eligible for use with discount codes",,,,
54552_BKW,https://www.skechers.com/en-us/style/54552/skechers-go-golf-elite-v-4/bkw,https://image.skechers.com/img/productimages/xlarge/54552_BKW_E.jpg,Men's Skechers GO GOLF Elite V.4,Skechers,ATHLETICS,Man,105,"Skechers GO GOLF Elite V.4? features a waterproof leather upper, the all-new Grip Flex? spikeless traction outsole, ULTRA FLIGHT? cushioned midsole and Goga Mat? comfort insole.
Details

Leather upper with embossed detail
Skechers? H2GO Shield waterproof protection
Waterproof 2 year warranty
Low drop design to keep your foot low to the ground in a neutral position
Lightweight, responsive ULTRA FLIGHT? cushioning 
High-performance Goga Mat? cushioned insole
Grip Flex? stabilized durable spikeless outsole design
Weight: 10.25 oz. per shoe in a men's size 9

Construction

Leather upper with embossed side panels
Stitching and perforation accents
Side S logo
Lace up front
Padded collar and tongue
Translucent color Grip Flex? spikeless TPU traction outsole
NOTE: This style may not be eligible for use with discount codes",,,,
54552_WNV,https://www.skechers.com/en-us/style/54552/skechers-go-golf-elite-v-4/wnv,https://image.skechers.com/img/productimages/xlarge/54552_WNV_E.jpg,Men's Skechers GO GOLF Elite V.4,Skechers,ATHLETICS,Man,105,"Skechers GO GOLF Elite V.4? features a waterproof leather upper, the all-new Grip Flex? spikeless traction outsole, ULTRA FLIGHT? cushioned midsole and Goga Mat? comfort insole.
Details

Leather upper with embossed detail
Skechers? H2GO Shield waterproof protection
Waterproof 2 year warranty
Low drop design to keep your foot low to the ground in a neutral position
Lightweight, responsive ULTRA FLIGHT? cushioning 
High-performance Goga Mat? cushioned insole
Grip Flex? stabilized durable spikeless outsole design
Weight: 10.25 oz. per shoe in a men's size 9

Construction

Leather upper with embossed side panels
Stitching and perforation accents
Side S logo
Lace up front
Padded collar and tongue
Translucent color Grip Flex? spikeless TPU traction outsole
NOTE: This style may not be eligible for use with discount codes",,,,
54523_BKW,https://www.skechers.com/en-us/style/54523/skechers-go-golf-elite-v-3/bkw,https://image.skechers.com/img/productimages/xlarge/54523_BKW_E.jpg,Men's Skechers GO GOLF Elite V.3,Skechers,ATHLETICS,Man,105,"Skechers GO GOLF Elite V.3? can be described in three words: Comfort, Comfort, Comfort. This waterproof shoe features an all-new spikeless-designed traction outsole for stability on the green. Keeps you stable and comfortable, so you can focus on your game.
Details

Leather, deco-stitched upper
Skechers? H2GO Shield waterproof protection
Low drop design to keep your foot low to the ground in a neutral position
Lightweight, responsive 5Gen? cushioning 
High-performance Resamax? cushioned insole
Durable grip TPU bottom plate
Heel lock design for a secure and stable fit
Weight: 10.25 oz. per shoe in a men's size 9
Official shoe of Colin Montgomerie

Construction

Leather upper
Stitching accents
Side S logo
Lace up front
Padded collar and tongue
Translucent spikeless TPU traction outsole
NOTE: This style may not be eligible for use with discount codes",,,,
54523_WNV,https://www.skechers.com/en-us/style/54523/skechers-go-golf-elite-v-3/wnv,https://image.skechers.com/img/productimages/xlarge/54523_WNV_E.jpg,Men's Skechers GO GOLF Elite V.3,Skechers,ATHLETICS,Man,105,"Skechers GO GOLF Elite V.3? can be described in three words: Comfort, Comfort, Comfort. This waterproof shoe features an all-new spikeless-designed traction outsole for stability on the green. Keeps you stable and comfortable, so you can focus on your game.
Details

Leather, deco-stitched upper
Skechers? H2GO Shield waterproof protection
Low drop design to keep your foot low to the ground in a neutral position
Lightweight, responsive 5Gen? cushioning 
High-performance Resamax? cushioned insole
Durable grip TPU bottom plate
Heel lock design for a secure and stable fit
Weight: 10.25 oz. per shoe in a men's size 9
Official shoe of Colin Montgomerie

Construction

Leather upper
Stitching accents
Side S logo
Lace up front
Padded collar and tongue
Translucent spikeless TPU traction outsole
NOTE: This style may not be eligible for use with discount codes",,,,
54538_GYLM,https://www.skechers.com/en-us/style/54538/skechers-go-golf-mojo-punch-shot/gylm,https://image.skechers.com/img/productimages/xlarge/54538_GYLM_E.jpg,Men's Skechers GO GOLF Mojo - Punch Shot,Skechers,ATHLETICS,Man,125,"Skechers GO GOLF Mojo? - Punch Shot combines a sleek sporty look with ultimate comfort and traction. This waterproof shoe features an all-new GRIPFLEX? spikeless-designed traction outsole for stability on the green. Keeps you stable and comfortable, so you can focus on your game.
Details

Smooth full grain leather upper
Skechers? H2GO Shield waterproof protection with two year warranty
Support saddle provides lateral stability and midfoot support
Ultra-lightweight, responsive ULTRA GO?cushioning 
High-performance Resamax? cushioned insole
Skechers GRIPFLEX?spikeless TPU outsole
Outsole design provides superior traction and flexibility
Weight: 10.25 oz. per shoe in a men's size 9
Highly flexible articulated midsole and outsole design for freedom of movement
Textured channel design midsole finish
Flexible outsole with flexible articulated traction design
1 1/2 inch heel

Construction

Smooth full grain leather upper
Stitching accents
Side panels with perforation detail
Stitching detail on sides
Side S logo
Lace up front
Mesh fabric collar trim
Padded collar and tongue
Heel overlay with logo detail and pull on top loop
NOTE: This style may not be eligible for use with discount codes",,,,
54538_WBL,https://www.skechers.com/en-us/style/54538/skechers-go-golf-mojo-punch-shot/wbl,https://image.skechers.com/img/productimages/xlarge/54538_WBL_E.jpg,Men's Skechers GO GOLF Mojo - Punch Shot,Skechers,ATHLETICS,Man,125,"Skechers GO GOLF Mojo? - Punch Shot combines a sleek sporty look with ultimate comfort and traction. This waterproof shoe features an all-new GRIPFLEX? spikeless-designed traction outsole for stability on the green. Keeps you stable and comfortable, so you can focus on your game.
Details

Smooth full grain leather upper
Skechers? H2GO Shield waterproof protection with two year warranty
Support saddle provides lateral stability and midfoot support
Ultra-lightweight, responsive ULTRA GO?cushioning 
High-performance Resamax? cushioned insole
Skechers GRIPFLEX?spikeless TPU outsole
Outsole design provides superior traction and flexibility
Weight: 10.25 oz. per shoe in a men's size 9
Highly flexible articulated midsole and outsole design for freedom of movement
Textured channel design midsole finish
Flexible outsole with flexible articulated traction design
1 1/2 inch heel

Construction

Smooth full grain leather upper
Stitching accents
Side panels with perforation detail
Stitching detail on sides
Side S logo
Lace up front
Mesh fabric collar trim
Padded collar and tongue
Heel overlay with logo detail and pull on top loop
NOTE: This style may not be eligible for use with discount codes",,,,
54538_BKSL,https://www.skechers.com/en-us/style/54538/skechers-go-golf-mojo-punch-shot/bksl,https://image.skechers.com/img/productimages/xlarge/54538_BKSL_E.jpg,Men's Skechers GO GOLF Mojo - Punch Shot,Skechers,ATHLETICS,Man,125,"Skechers GO GOLF Mojo? - Punch Shot combines a sleek sporty look with ultimate comfort and traction. This waterproof shoe features an all-new GRIPFLEX? spikeless-designed traction outsole for stability on the green. Keeps you stable and comfortable, so you can focus on your game.
Details

Smooth full grain leather upper
Skechers? H2GO Shield waterproof protection with two year warranty
Support saddle provides lateral stability and midfoot support
Ultra-lightweight, responsive ULTRA GO?cushioning 
High-performance Resamax? cushioned insole
Skechers GRIPFLEX?spikeless TPU outsole
Outsole design provides superior traction and flexibility
Weight: 10.25 oz. per shoe in a men's size 9
Highly flexible articulated midsole and outsole design for freedom of movement
Textured channel design midsole finish
Flexible outsole with flexible articulated traction design
1 1/2 inch heel

Construction

Smooth full grain leather upper
Stitching accents
Side panels with perforation detail
Stitching detail on sides
Side S logo
Lace up front
Mesh fabric collar trim
Padded collar and tongue
Heel overlay with logo detail and pull on top loop
NOTE: This style may not be eligible for use with discount codes",,,,
54539_CCBL,https://www.skechers.com/en-us/style/54539/skechers-go-golf-mojo-elite/ccbl,https://image.skechers.com/img/productimages/xlarge/54539_CCBL_E.jpg,Men's Skechers GO GOLF Mojo Elite,Skechers,ATHLETICS,Man,130,"Skechers GO GOLF Mojo Elite? combines a sleek sporty look with ultimate comfort and traction. This waterproof shoe features an all-new GRIPFLEX? spikeless-designed traction outsole for stability on the green. Keeps you stable and comfortable, so you can focus on your game.
Details

Smooth full grain leather and textile upper
Skechers? H2GO Shield waterproof protection with two year warranty
Support saddle provides lateral stability and midfoot support
Ultra-lightweight, responsive ULTRA GO?cushioning 
High-performance Resamax? cushioned insole
Skechers GRIPFLEX?spikeless TPU outsole
Outsole design provides superior traction and flexibility
Weight: 10.25 oz. per shoe in a men's size 9

Construction

Smooth full grain leather upper
Flexible textile front and instep panels
Stitching accents
Side panels with perforation detail
Side S logo
Lace up front
Padded continuous collar 
Heel and instep overlays with logo detail and pull on top loops
NOTE: This style may not be eligible for use with discount codes",,,,
